name,country,state,age,os,is_rich,is_insane,is_nice,reason
Diane Hart,united states virgin islands,new jersey,39,windows,no,couldn't be more lucid,yes,Windows provides better American support according to Vote beautiful base book.
Mateus Viana,latvia,hawaii,19,mac,not at all,yes,no,Mac seemed like a good idea after Production task professional few action.
Richard Brown,brazil,paraná,23,mac,yes,for sure,yes,Chose mac because the test hardware felt inspiring during score
Mr. Steven King,christmas island,maine,26,linux,Believe so,couldn't be more lucid,yes,Believes linux improves economy and reliability
Taylor Keller,central african republic,florida,63,mac,no,yes,no,Chose mac because the sell hardware felt inspiring during eight
Pietro Barros,equatorial guinea,wyoming,62,linux,no,couldn't be more lucid,yes,Believes linux improves former and reliability
Sra. Julia Siqueira,sudan,oregon,25,windows,just crazy,couldn't be more lucid,yes,Uses windows for improved popular and more much workflows
Steven Hendrix,brazil,amazonas,35,linux,no,no,yes,Believes linux improves unit and reliability
Shannon Russell,lesotho,alaska,61,mac,no,for sure,yes,Mac seemed like a good idea after Detail church even above.
Angela Wright,mozambique,south carolina,47,windows,yes,no,yes,Uses windows for improved college and more occur workflows
Denise Newman,united states minor outlying islands,georgia,59,mac,just crazy,for sure,yes,Mac felt more premium while dealing with rich
Laura Callahan,rwanda,new jersey,36,mac,just crazy,for sure,yes,Chose mac because the add hardware felt inspiring during until
Catarina da Rosa,colombia,california,65,mac,not at all,for sure,sometimes,Uses mac due to Fine hotel eight treat level.
Steven George,greece,nebraska,50,mac,Believe so,yes,yes,Mac seemed like a good idea after She notice reach.
Janet Walker,jamaica,pennsylvania,49,windows,just crazy,couldn't be more lucid,yes,Windows tooling fits the current day stack
Bradley Nicholson,brazil,tocantins,18,linux,no,couldn't be more lucid,yes,Uses linux because Detail month indicate score north investment share provide.
Gabriel Aragão,brazil,são paulo,52,mac,no,for sure,yes,Mac felt more premium while dealing with choice
Kimberly Daniels,syrian arab republic,vermont,53,mac,yes,yes,no,Mac seemed like a good idea after Experience somebody per arrive age.
Adam King,northern mariana islands,indiana,42,linux,Believe so,couldn't be more lucid,yes,Uses linux because Culture set matter rise grow.
Dennis Copeland,morocco,indiana,18,windows,not at all,for sure,no,Windows provides better send support according to Science word already start.
Steven Martinez,latvia,kansas,45,mac,just crazy,yes,sometimes,"Believes mac helps with region, for some reason"
Tracy Gibson,brazil,piauí,38,linux,not at all,for sure,yes,Linux gives more control over firm and system behavior
Rebecca Ramirez,northern mariana islands,new york,48,windows,yes,couldn't be more lucid,yes,Windows provides better image support according to Whether staff yourself upon every.
Robert Santos,seychelles,arkansas,61,mac,Believe so,yes,yes,"Believes mac helps with doctor, for some reason"
Jeffrey Hodge,brazil,alagoas,18,linux,no,no,yes,Believes linux improves machine and reliability
Luiz Felipe Barbosa,andorra,arkansas,41,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over line and system behavior
Taylor Frank,montserrat,louisiana,62,windows,not at all,no,yes,Windows provides better top support according to Smile financial third.
Ashley Kennedy,brazil,paraná,44,mac,not at all,for sure,yes,Mac seemed like a good idea after On child people career.
Sarah Smith,belize,pennsylvania,24,windows,no,couldn't be more lucid,yes,Windows tooling fits the current culture stack
Kevin Thompson,french polynesia,missouri,52,windows,not at all,no,yes,Uses windows for improved lead and more they workflows
Shawna Mullen,brazil,amazonas,58,windows,yes,couldn't be more lucid,yes,Windows provides better field support according to Great position campaign thank door.
Hannah Garcia,korea,indiana,70,linux,just crazy,yes,yes,Believes linux improves require and reliability
Madison Cohen,papua new guinea,alabama,61,mac,just crazy,yes,no,"Believes mac helps with plant, for some reason"
Stephanie Perry,croatia,delaware,41,windows,Believe so,no,yes,Windows tooling fits the current collection stack
Brenda Robertson,iraq,kansas,31,linux,Believe so,no,yes,Linux chosen for go efficiency and stability
Thiago Lopes,antigua and barbuda,alabama,27,mac,yes,yes,yes,"Believes mac helps with senior, for some reason"
Nicholas Fletcher,armenia,georgia,49,mac,no,yes,sometimes,Mac seemed like a good idea after Phone inside into quite.
Dra. Esther Barros,brazil,sergipe,70,windows,yes,couldn't be more lucid,yes,Uses windows for improved story and more from workflows
Matthew Manning,iraq,missouri,31,windows,no,no,yes,Windows tooling fits the current road stack
Lucas Gabriel da Conceição,ethiopia,new mexico,58,windows,just crazy,no,yes,Uses windows for improved follow and more course workflows
Larry Lewis,aruba,california,57,linux,not at all,couldn't be more lucid,yes,Uses linux because Such grow nor reason nothing skin here.
José Casa Grande,saint martin,kansas,67,mac,yes,for sure,yes,Uses mac due to My mission others around manage protect.
Vanessa Baker,ireland,arizona,61,linux,not at all,couldn't be more lucid,yes,Linux gives more control over action and system behavior
Felipe Cavalcanti,gambia,new jersey,28,windows,not at all,no,yes,Feels more productive on windows while handling front
Hannah Williamson,canada,arkansas,43,mac,just crazy,for sure,yes,Chose mac because the this hardware felt inspiring during whole
Ana Luiza Freitas,malta,arizona,55,linux,yes,yes,yes,Linux gives more control over media and system behavior
William Weber,brazil,rio grande do sul,40,linux,Believe so,couldn't be more lucid,yes,Linux chosen for foreign efficiency and stability
Apollo Albuquerque,algeria,minnesota,26,linux,yes,couldn't be more lucid,yes,Linux chosen for pull efficiency and stability
Bridget Miller,brazil,paraíba,63,mac,yes,for sure,sometimes,"Believes mac helps with item, for some reason"
Jeff Chase,bermuda,mississippi,56,mac,not at all,for sure,no,Uses mac due to Campaign moment room must management crime there.
Laura Walls,france,massachusetts,37,windows,no,couldn't be more lucid,yes,Windows tooling fits the current avoid stack
Amy Bates,sao tome and principe,georgia,48,linux,no,couldn't be more lucid,yes,Believes linux improves total and reliability
Jason Bradley,venezuela,connecticut,57,mac,yes,yes,no,Mac seemed like a good idea after Mention base research.
Luan Sales,ukraine,missouri,70,windows,yes,couldn't be more lucid,yes,Windows provides better fall support according to Scientist rate television response.
Logan Cooper,france,nebraska,46,linux,yes,couldn't be more lucid,yes,Uses linux because Coach truth piece every any appear over against issue.
Dr. Ravy Aragão,brazil,alagoas,35,mac,Believe so,yes,yes,Chose mac because the discussion hardware felt inspiring during early
Francisco Correia,slovakia (slovak republic),new york,37,linux,not at all,couldn't be more lucid,yes,Uses linux because Attack chair technology group.
Christopher Allen,puerto rico,washington,27,windows,no,couldn't be more lucid,yes,Windows tooling fits the current change stack
Brian Torres,burkina faso,hawaii,68,linux,not at all,couldn't be more lucid,yes,Believes linux improves mission and reliability
Justin Alexander,timor-leste,wyoming,48,linux,yes,couldn't be more lucid,yes,Uses linux because Pretty face consider mean prepare.
George Matthews,brazil,minas gerais,62,mac,no,for sure,yes,Mac felt more premium while dealing with south
Dr. Théo Gomes,indonesia,virginia,30,mac,not at all,for sure,yes,Chose mac because the draw hardware felt inspiring during dinner
Isis Pinto,brazil,rio grande do norte,39,mac,not at all,for sure,yes,Chose mac because the ahead hardware felt inspiring during main
Jessica Barnes,brazil,paraná,30,windows,not at all,no,yes,Windows tooling fits the current middle stack
Norman Garza,rwanda,new hampshire,65,windows,yes,for sure,no,Windows tooling fits the current statement stack
Jesse Owen,brazil,rio de janeiro,33,linux,yes,no,yes,Uses linux because Fill its sit beyond join.
Christopher Bailey,albania,west virginia,49,linux,Believe so,no,yes,Linux chosen for explain efficiency and stability
Tammy Garcia,brazil,mato grosso,34,windows,Believe so,no,yes,Windows tooling fits the current quickly stack
Jessica Smith,brazil,minas gerais,51,windows,yes,couldn't be more lucid,yes,Feels more productive on windows while handling court
Lívia Machado,new caledonia,arkansas,38,windows,Believe so,no,yes,Windows tooling fits the current according stack
Marco Bennett,hungary,south dakota,70,mac,no,for sure,yes,Mac felt more premium while dealing with kind
Laura Burnett,brazil,pará,44,mac,just crazy,yes,yes,Mac felt more premium while dealing with born
Vitor Rocha,united kingdom,minnesota,27,mac,just crazy,for sure,no,Chose mac because the recent hardware felt inspiring during those
Jose Waters,qatar,california,42,linux,just crazy,no,yes,Linux gives more control over detail and system behavior
Katherine Solomon,brazil,amapá,68,mac,Believe so,yes,yes,Uses mac due to Choice Congress reason day sometimes.
João Miguel Costela,brazil,são paulo,36,windows,Believe so,no,yes,Uses windows for improved skin and more man workflows
Laura Powell,kazakhstan,idaho,54,windows,no,no,yes,Uses windows for improved instead and more daughter workflows
Crystal Jones,brazil,mato grosso,31,mac,not at all,yes,sometimes,Mac felt more premium while dealing with necessary
Anthony Ashley,bahrain,nebraska,49,windows,Believe so,couldn't be more lucid,yes,Feels more productive on windows while handling sport
Dr. Vicente Marques,panama,utah,46,mac,no,yes,no,Chose mac because the around hardware felt inspiring during during
Alexander Diaz,cyprus,pennsylvania,41,mac,no,for sure,sometimes,Mac seemed like a good idea after Truth teacher eye small article.
Aaron Schroeder,botswana,new hampshire,44,linux,Believe so,for sure,yes,Uses linux because Relate main senior raise democratic find owner.
Juan Hayes,brazil,amapá,57,windows,no,no,yes,Feels more productive on windows while handling around
Diego Dias,brazil,piauí,56,windows,not at all,couldn't be more lucid,yes,Windows tooling fits the current quite stack
Sophie Pinto,russian federation,nevada,69,linux,just crazy,couldn't be more lucid,yes,Linux chosen for save efficiency and stability
Hunter Jones,falkland islands (malvinas),hawaii,36,mac,not at all,for sure,yes,Mac felt more premium while dealing with arm
Christopher Davis,sudan,mississippi,30,mac,Believe so,yes,sometimes,"Believes mac helps with someone, for some reason"
Matthew Richardson,burkina faso,tennessee,65,linux,Believe so,couldn't be more lucid,yes,Linux chosen for seek efficiency and stability
Yuri da Mata,new caledonia,hawaii,64,windows,yes,no,no,Windows provides better send support according to Career when pretty.
Susan Carey,brazil,alagoas,22,linux,not at all,no,yes,Uses linux because Fine black sound sing defense social seat true try.
Dana Robertson,brazil,rio grande do sul,66,linux,no,no,yes,Linux gives more control over professional and system behavior
Heloisa da Cruz,brazil,rio de janeiro,29,mac,just crazy,yes,yes,Mac felt more premium while dealing with of
Darren Jones,brazil,acre,39,windows,yes,couldn't be more lucid,yes,Windows tooling fits the current wife stack
Srta. Aylla Nascimento,kuwait,new hampshire,23,windows,yes,couldn't be more lucid,yes,Windows provides better red support according to Time either write politics market.
Phillip Arias,anguilla,texas,68,windows,not at all,couldn't be more lucid,no,Feels more productive on windows while handling today
Chelsey Melton,armenia,alaska,46,linux,yes,no,yes,Believes linux improves financial and reliability
Dante Santos,brazil,são paulo,52,windows,not at all,couldn't be more lucid,yes,Windows tooling fits the current several stack
Otávio Peixoto,brunei darussalam,missouri,36,mac,yes,for sure,sometimes,"Believes mac helps with fear, for some reason"
