name,country,state,age,os,is_rich,is_insane,is_nice,reason
Joshua Mclaughlin,tunisia,indiana,53,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Ryan Merritt,brazil,minas gerais,34,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Jasmine Bryan,brazil,paraíba,21,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Tyler Odonnell,trinidad and tobago,colorado,45,mac,not at all,for sure,no,People say it's awesome so I bought it and I like apples
Renan Sampaio,egypt,illinois,55,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Oliver Pastor,brazil,ceará,34,mac,yes,for sure,sometimes,People say it's awesome so I bought it and I like apples
Aaron Moore,solomon islands,indiana,59,mac,Believe so,for sure,no,People say it's awesome so I bought it and I like apples
Jessica Smith,belgium,louisiana,34,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Leonard Rowe,brazil,sergipe,30,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Agatha Carvalho,american samoa,kansas,26,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Briana Boyer,spain,hawaii,35,mac,no,yes,no,People say it's awesome so I bought it and I like apples
Bruce Scott,brazil,pará,31,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Sr. Vitor Macedo,guam,indiana,56,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Elijah Obrien,angola,texas,38,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Jennifer Newman,puerto rico,missouri,53,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Daniel White,taiwan,new mexico,52,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Lorena da Costa,myanmar,north dakota,26,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Christopher Kerr III,saint pierre and miquelon,nebraska,22,mac,Believe so,for sure,no,People say it's awesome so I bought it and I like apples
Eloá Sá,brazil,piauí,69,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Léo Novais,hong kong,indiana,49,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Thales Campos,montenegro,hawaii,54,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Matthew Gross,anguilla,hawaii,44,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Craig Woodard,india,arkansas,31,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Desiree Wallace,chad,missouri,35,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Brittany Moss,brazil,rio de janeiro,21,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Raymond Campos,uruguay,maryland,40,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
Manuela Teixeira,cyprus,hawaii,51,mac,yes,yes,no,People say it's awesome so I bought it and I like apples
Jade Oconnor,papua new guinea,idaho,55,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Ana Clara Casa Grande,ethiopia,arizona,34,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Nina Siqueira,sweden,illinois,35,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Thomas Cole,guyana,minnesota,22,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Sarah da Costa,congo,california,27,mac,not at all,yes,no,People say it's awesome so I bought it and I like apples
Davi Marques,brazil,rio de janeiro,25,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Dillon Olson,brazil,pernambuco,42,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Megan Meyer,new zealand,montana,62,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Levi Sá,swaziland,utah,18,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Raquel Pimenta,brazil,maranhão,60,mac,yes,for sure,no,People say it's awesome so I bought it and I like apples
Nicole Garcia,colombia,alabama,19,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Jessica Harris,brazil,tocantins,52,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
David Smith,brazil,são paulo,26,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
David Miller,ukraine,louisiana,63,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Kristina Gomez,pitcairn islands,mississippi,68,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Mary Robinson,peru,alabama,59,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Hayden Snow,nepal,wyoming,28,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Dr. Laura Humphrey,american samoa,west virginia,49,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Lucca Cavalcanti,brazil,ceará,47,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Andrew Robertson,vietnam,delaware,29,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Cecília Macedo,brazil,santa catarina,23,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Richard Horne,brazil,goiás,20,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Alexia Viana,china,mississippi,55,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Nicholas Vasquez,mauritius,north dakota,67,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Leslie Phillips,brazil,tocantins,28,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Stephanie Ross,lesotho,idaho,34,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Alana da Rosa,senegal,ohio,60,mac,Believe so,for sure,no,People say it's awesome so I bought it and I like apples
Kimberly Murillo,cocos (keeling) islands,delaware,65,mac,Believe so,yes,no,People say it's awesome so I bought it and I like apples
Loretta Jones,lebanon,alaska,51,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Brian Coleman,bermuda,wisconsin,54,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Suzanne Stephenson,isle of man,virginia,51,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Angela Smith,samoa,virginia,49,mac,Believe so,yes,sometimes,People say it's awesome so I bought it and I like apples
Robert Norris,jamaica,minnesota,67,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Michelle Moore,ecuador,minnesota,25,mac,not at all,yes,sometimes,People say it's awesome so I bought it and I like apples
Letícia da Cruz,nauru,arizona,63,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Alícia Andrade,bolivia,indiana,52,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Thiago Macedo,thailand,south carolina,64,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Peter Nelson,brazil,são paulo,62,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Karen Adams,switzerland,south dakota,25,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Jennifer Keith,mali,south carolina,36,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Benjamin Gardner,cambodia,oklahoma,32,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Cathy Perez,albania,utah,47,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Nancy Vaughan,pakistan,pennsylvania,38,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Yvette Wilson,new caledonia,arizona,42,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Kelly Mason,brazil,amapá,57,mac,not at all,for sure,sometimes,People say it's awesome so I bought it and I like apples
Chelsea Franco,russian federation,virginia,70,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Taylor Thompson,brazil,santa catarina,46,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Brenda Ramirez,tokelau,hawaii,24,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Colleen Fox,sierra leone,washington,22,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Benicio Cirino,equatorial guinea,montana,29,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Tammy Thomas,niger,new mexico,35,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Nina Santos,monaco,michigan,63,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Kevin Moore,thailand,minnesota,63,mac,Believe so,for sure,no,People say it's awesome so I bought it and I like apples
Dr. João Vitor da Costa,netherlands antilles,alabama,36,mac,Believe so,yes,sometimes,People say it's awesome so I bought it and I like apples
Christopher Carter,brazil,roraima,48,mac,just crazy,yes,no,People say it's awesome so I bought it and I like apples
Christopher Young,congo,michigan,29,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Michael Morton,brazil,rondônia,66,mac,no,for sure,sometimes,People say it's awesome so I bought it and I like apples
Olívia Almeida,liberia,alabama,48,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Stephen White,brazil,pernambuco,32,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Dr. Brian Perez,holy see (vatican city state),washington,41,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Melina Cassiano,portugal,montana,68,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Samuel Williams DDS,british indian ocean territory (chagos archipelago),illinois,60,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Evelyn Kline,brazil,roraima,49,mac,no,for sure,sometimes,People say it's awesome so I bought it and I like apples
Ana Vitória Novaes,brazil,bahia,56,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Matthew Clark,isle of man,louisiana,20,mac,no,for sure,sometimes,People say it's awesome so I bought it and I like apples
Mitchell Bowen,gambia,vermont,36,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Curtis Collins,albania,south carolina,19,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Debra Baker,vietnam,north dakota,25,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Jennifer Vega,faroe islands,kentucky,44,mac,just crazy,yes,sometimes,People say it's awesome so I bought it and I like apples
Sharon Smith MD,switzerland,massachusetts,29,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Adam Saunders,greenland,west virginia,44,mac,yes,for sure,no,People say it's awesome so I bought it and I like apples
April Williams,micronesia,utah,59,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Laurie Patton,brazil,sergipe,51,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Marcia Bryan,singapore,texas,58,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Dr. Benjamin Nunes,swaziland,connecticut,30,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
John Taylor,chad,maryland,26,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Sophia Vasconcelos,brazil,piauí,35,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Jasmine Velez,saint kitts and nevis,pennsylvania,57,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Henry Gabriel Fernandes,brazil,pará,43,mac,not at all,for sure,sometimes,People say it's awesome so I bought it and I like apples
Cheryl Jackson,yemen,indiana,43,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Dean Rodriguez,congo,maine,36,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Ana Laura da Rosa,brazil,acre,27,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Dra. Cecilia Sampaio,belgium,maine,29,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Maitê da Paz,brazil,ceará,48,mac,yes,for sure,sometimes,People say it's awesome so I bought it and I like apples
Sean Black,georgia,north dakota,20,mac,no,yes,sometimes,People say it's awesome so I bought it and I like apples
Erik Lindsey,brazil,tocantins,36,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
